Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2024-10-25,115.3203353881836,116.22753598025548,115.156269389283,116.00555870402998,10714600
2024-10-28,114.75093078613281,114.85709287413023,112.69525341233107,112.71455962641966,11844500
2024-10-29,113.18745422363281,115.01150113380629,112.98478316285386,114.44209301492683,14731000
2024-10-30,112.61804962158203,114.14290917836988,112.41537855447409,113.5542021909591,12303700
2024-10-31,112.70491027832031,114.5289573228744,112.60840129414841,113.06200161923624,20512000
2024-11-01,110.93875885009766,115.7642813292348,110.8325967665036,115.74498247910995,20939300
2024-11-04,114.4710464477539,114.5579023192807,111.88456606806325,112.01968011032476,14965400
2024-11-05,114.80883026123047,115.0501063858623,113.89198393289472,114.92464545179243,10436700
2024-11-06,116.77764892578125,117.65589758838443,115.13697415886617,116.92241607890041,20807700
2024-11-07,116.92241668701172,117.26020180393773,115.43615480937399,117.06718384088381,12184400
2024-11-08,116.88380432128906,117.18298435428505,115.48440576864535,116.75834338945656,12836000
2024-11-11,116.2661361694336,117.37600777770179,115.88009291049299,116.77764035818572,11969700
2024-11-12,116.15032958984375,117.07682906205956,115.65812421414172,116.90310995082139,11972800
2024-11-13,117.23124694824219,117.79100933569177,114.65441965302986,116.36265140964164,15127900
2024-11-14,117.30908966064453,118.59349548088271,117.0852957823282,118.37943403056586,13041800
2024-11-15,116.0927963256836,117.97075405698973,115.91764973952202,117.15340827068071,19051700
2024-11-18,117.06582641601562,117.36747228303865,116.05386922941251,116.55985153454765,14239700
2024-11-19,115.43112182617188,116.52092353298792,115.0127165428437,116.52092353298792,11584400
2024-11-20,117.0755615234375,117.22151824647761,115.44086255745619,115.95656987835295,11360900
2024-11-21,118.64214324951172,119.24542754780556,117.02690178488643,117.81506508600695,14675400
2024-11-22,118.50591278076172,119.88762045703139,118.3599560715971,118.53510263786133,13323400
2024-11-25,116.73500061035156,118.59349344836164,116.38470744504764,118.15563070356538,26580300
2024-11-26,114.78893280029297,116.45282165309436,114.67216593523645,116.30686492769057,14827300
2024-11-27,114.48728942871094,115.52843647050236,114.26348813621351,114.90568730727779,11079100
2024-11-29,114.77920532226562,115.30464510217898,113.79643791407578,114.27323039920152,9426500
2024-12-02,114.67216491699219,115.01272565746535,113.66994012774224,114.86677635702497,12687300
2024-12-03,114.49701690673828,115.51870653910005,114.09807645105774,115.51870653910005,11756600
2024-12-04,111.19843292236328,114.38026136680813,110.78976002495473,114.33160664983055,19520600
2024-12-05,111.6849365234375,112.50228964038666,110.98435025852869,111.61682438233062,15751200
2024-12-06,110.50757598876953,111.67521492775431,110.43946384105655,111.45142105255476,16171100
2024-12-09,109.85563659667969,111.84062859140252,109.70967988371964,111.54871516548245,17412600
2024-12-10,109.6318359375,110.80920722772156,108.73664564762909,110.52702622737091,20990900
2024-12-11,108.90206909179688,109.3593967030159,108.11391316315749,108.97991366895491,32392200
2024-12-12,108.80475616455078,109.34965330264617,107.79279903404026,108.58095488359491,14543300
2024-12-13,107.85118865966797,108.88261073912602,107.27710161123126,108.88261073912602,13106100
2024-12-16,105.54510498046875,107.42306278013396,105.24346651363686,107.22845133083297,20256100
2024-12-17,105.0975112915039,105.25319302951216,103.91040741656114,104.34827019235644,17554000
2024-12-18,103.55036926269531,105.89538686680854,103.44333483291696,104.66936084986276,17114500
2024-12-19,102.6649169921875,104.76666856940577,102.37300354528651,104.49421997825407,20565600
2024-12-20,103.01521301269531,103.27792918325002,102.01298077652763,102.60653269097932,40141200
2024-12-23,103.43360900878906,103.72551501377801,102.09081614537261,102.47029914842503,12285100
2024-12-24,103.53091430664062,104.29961276448545,102.84978542598044,103.64767374288681,7807000
2024-12-26,103.61848449707031,104.14392423428916,103.08331975588482,103.64767435630462,9652400
