Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2024-10-25,40.92686080932617,41.99179958175625,40.82916150898886,41.93317776536022,27466900
2024-10-28,41.640071868896484,41.7670839279067,41.04409650775899,41.10271831814578,24527600
2024-10-29,41.55214309692383,41.82570783210125,41.49352501059162,41.61076491024525,22313500
2024-10-30,41.33720016479492,41.91363489921167,40.68260301968288,40.750993265546825,38100500
2024-10-31,40.858463287353516,41.571678488546816,40.8389226853633,41.31765811665158,28138200
2024-11-01,40.799842834472656,41.4544399783932,40.79007439664797,41.18087899543535,31220000
2024-11-04,40.37973403930664,41.05386807752632,40.16479113132835,40.653295029832485,31110100
2024-11-05,40.91708755493164,41.04409588502582,40.428583656753815,40.55559198684799,30851400
2024-11-06,44.36592483520508,44.50270533331096,42.988343961870164,43.76994947032454,110086700
2024-11-07,43.740638732910156,44.19006141697669,43.48661462314114,44.00443128059849,48339700
2024-11-08,44.09236526489258,44.453857125432535,43.91650355392953,44.102133703506446,38331800
2024-11-11,45.02052307128906,45.450405179317485,44.53201915112484,44.55155602818097,43293500
2024-11-12,44.805580139160156,45.3820149138454,44.78603953512127,45.07914114172633,38155900
2024-11-13,44.81534194946289,45.411317240041846,44.776264474153834,45.13775627793554,36903900
2024-11-14,44.84465408325195,45.09867444063274,44.67856083931993,44.89350372194189,35733100
2024-11-15,45.675113677978516,45.7630445271868,44.57109384391647,44.57109384391647,40488900
2024-11-18,45.64580535888672,45.93890695188522,45.421094013354896,45.67511440008988,32360300
2024-11-19,45.342933654785156,45.5481044064791,44.89351094336344,44.93259215139727,28534100
2024-11-20,45.00098419189453,45.567646822967866,44.864199958335455,45.49925656968297,28021000
2024-11-21,45.391780853271484,45.968215596220425,45.235459756555954,45.32339060639524,45336500
2024-11-22,45.919368743896484,46.13431166256827,45.215921902417286,45.303852757602186,37996200
2024-11-25,46.407867431640625,46.64235092801238,46.07568465252407,46.173383935268866,42718600
2024-11-26,46.652122497558594,46.74005334872779,46.1245373905434,46.4176389854444,30301500
2024-11-27,46.671661376953125,46.876832113106744,46.5544214887209,46.72051101980082,23278400
2024-11-29,46.417640686035156,46.97453858183566,46.407872247542464,46.70097385318175,23262000
2024-12-02,45.95844650268555,46.72051137243011,45.77281264067883,46.642352688681655,35891500
2024-12-03,45.743507385253906,46.38833241923826,45.5774178391771,46.280860959076,38123800
2024-12-04,45.30385208129883,45.70442514294152,45.06937228896555,45.616494289069266,24941300
2024-12-05,45.919368743896484,46.15385226671927,45.430864821089074,45.48948663354206,31572100
2024-12-06,45.92919158935547,46.23375014479603,45.58533817814927,46.23375014479603,28931700
2024-12-09,45.103939056396484,45.92919098006478,45.09411627951566,45.74252823756067,34660900
2024-12-10,44.946746826171875,45.47726670455676,44.78955616750831,45.10393748483544,35665800
2024-12-11,45.270957946777344,45.34955140794126,44.671667346052516,45.19236073789223,36790500
2024-12-12,45.270957946777344,45.6541099707893,45.11376352900711,45.32990210571999,24017300
2024-12-13,44.8681526184082,45.290603244467306,44.58324710711813,45.28078046727296,32902300
2024-12-16,44.67166519165039,44.87797723344212,44.367106643490445,44.78955725157123,27330400
2024-12-17,44.259037017822266,44.39657837795231,43.836586413010856,44.39657837795231,33054600
2024-12-18,42.73625183105469,44.63236629257203,42.588883946341966,44.34745704757863,41771900
2024-12-19,42.61835861206055,43.69904391147308,42.5495879337918,43.197999862983494,38583600
